! ACT stars,  V mag  +8.0  to  +7.0,  20.0 deg grid
000077  18 59 14.812  +31 40 53.47  +0.0010 +0.022  2000.0
000078  08 32 14.148  +32 10 12.84  -0.0012 -0.020  2000.0
000079  22 13 03.241  +33 36 11.99  +0.0005 +0.058  2000.0
000080  11 50 58.118  +33 36 15.19  -0.0003 -0.007  2000.0
000081  01 24 42.942  +36 03 49.97  +0.0039 -0.087  2000.0
000082  14 55 53.551  +36 25 48.40  -0.0095 -0.030  2000.0
000083  04 38 38.706  +38 26 54.98  -0.0008 -0.012  2000.0
000084  18 22 23.136  +40 22 31.35  +0.0003 -0.001  2000.0
000085  08 05 25.241  +41 11 24.39  +0.0004 -0.011  2000.0
000086  21 57 38.933  +43 13 03.90  -0.0008 -0.025  2000.0
000087  11 44 16.657  +44 29 26.56  -0.0177 +0.029  2000.0
000088  01 38 42.832  +46 20 47.28  -0.0006 +0.003  2000.0
000089  15 40 19.550  +48 03 17.65  -0.0112 +0.084  2000.0
000090  05 35 24.356  +49 35 50.99  +0.0029 -0.064  2000.0
000091  19 33 42.276  +52 07 22.54  -0.0001 -0.003  2000.0
000092  09 40 40.764  +53 21 53.72  +0.0033 +0.005  2000.0
000093  00 03 27.149  +55 33 03.26  +0.0001 +0.002  2000.0
000094  14 16 30.520  +55 17 54.07  +0.0039 -0.039  2000.0
000095  04 42 37.023  +58 54 33.43  -0.0004 +0.001  2000.0
000096  19 18 11.666  +60 57 36.23  +0.0007 +0.033  2000.0
000097  10 09 55.979  +63 45 16.89  -0.0028 +0.032  2000.0
000098  01 05 52.978  +65 58 15.76  +0.0004 -0.013  2000.0
000099  16 33 54.957  +68 00 46.76  -0.0025 -0.011  2000.0
000100  07 57 07.571  +71 40 48.60  -0.0012 +0.003  2000.0
000101  00 11 22.186  +74 29 04.39  +0.0182 -0.011  2000.0
000102  17 19 14.946  +79 18 19.25  +0.0042 -0.037  2000.0
END
