! ACT stars,  V mag  +4.0  to  -2.0,  20.0 deg grid
000077  18 58 56.633  +32 41 22.14  +0.0010 -0.028  2000.0
000078  06 52 47.342  +33 57 40.57  +0.0002 -0.041  2000.0
000079  21 04 55.865  +43 55 40.27  +0.0010 +0.001  2000.0
000080  10 53 18.703  +34 12 53.67  +0.0072 -0.271  2000.0
000081  02 09 32.628  +34 59 14.32  +0.0122 -0.033  2000.0
000082  15 01 56.761  +40 23 26.09  -0.0037 -0.023  2000.0
000083  04 56 59.619  +33 09 57.94  +0.0003 -0.017  2000.0
000084  17 56 15.180  +37 15 01.98  +0.0001 +0.012  2000.0
000085  10 22 19.743  +41 29 58.28  -0.0069 +0.037  2000.0
000086  22 10 51.277  +58 12 04.49  +0.0017 -0.001  2000.0
000087  11 46 03.017  +47 46 45.90  -0.0134 +0.033  2000.0
000088  01 37 59.549  +48 37 41.62  +0.0054 -0.106  2000.0
000089  16 19 44.436  +46 18 48.11  -0.0013 +0.038  2000.0
000090  03 45 11.630  +42 34 42.80  -0.0015 +0.004  2000.0
000091  19 29 42.359  +51 43 47.22  +0.0023 +0.130  2000.0
000092  11 09 39.813  +44 29 54.54  -0.0053 -0.029  2000.0
000093  22 49 40.816  +66 12 01.51  -0.0110 -0.120  2000.0
000094  15 24 55.771  +58 57 57.74  -0.0016 +0.006  2000.0
000095  02 50 41.803  +55 53 43.80  +0.0011 -0.012  2000.0
000096  19 12 33.308  +67 39 41.55  +0.0175 +0.092  2000.0
000097  11 14 14.410  +15 25 46.42  -0.0036 -0.083  2000.0
000098  03 09 29.775  +44 51 27.11  +0.0166 -0.148  2000.0
000099  17 53 31.742  +56 52 21.42  +0.0129 +0.067  2000.0
000100  20 45 17.386  +61 50 19.65  +0.0134 +0.822  2000.0
000101  19 17 06.166  +53 22 06.49  +0.0065 +0.126  2000.0
000102  17 39 27.881  +46 00 22.78  -0.0013 +0.003  2000.0
END
