! ACT stars,  V mag  +2.0  to  -2.0,  20.0 deg grid
000001  20 25 38.867  -56 44 06.21  +0.0021 -0.073  2000.0
000002  06 23 57.099  -52 41 44.19  +0.0008 +0.045  2000.0
000003  22 08 13.988  -46 57 39.78  +0.0128 -0.180  2000.0
000004  08 09 31.948  -47 20 11.54  -0.0008 +0.030  2000.0
000005  22 57 39.046  -29 37 20.05  +0.0252 -0.164  2000.0
000006  05 55 10.301  +07 24 25.42  +0.0014 +0.010  2000.0
000007  04 35 55.242  +16 30 33.44  +0.0047 -0.195  2000.0
000008  05 26 17.516  +28 36 26.84  +0.0021 -0.172  2000.0
END
