! Tycho-2 stars,  V mag  +7.0  to  +8.0,  20.0 deg grid
000001  23 52 48.892  -85 53 43.81  -0.0002 +0.018  2000.0
000002  03 06 43.249  -72 01 29.55  -0.0040 +0.018  2000.0
000003  19 39 24.101  -69 20 16.36  +0.0025 +0.004  2000.0
000004  11 28 00.494  -66 11 23.53  -0.0024 +0.002  2000.0
000005  02 39 44.530  -62 41 47.09  +0.0006 -0.009  2000.0
000006  17 29 12.815  -60 38 23.83  +0.0000 -0.021  2000.0
000007  08 11 36.872  -59 14 57.07  +0.0008 +0.068  2000.0
000008  22 41 15.458  -57 01 41.66  -0.0017 +0.003  2000.0
000009  13 06 35.618  -54 17 33.26  -0.0045 -0.024  2000.0
000010  03 25 24.936  -52 22 53.94  +0.0016 +0.015  2000.0
000011  17 33 46.763  -50 43 51.76  +0.0001 -0.004  2000.0
000012  07 41 01.104  -47 49 52.10  -0.0008 -0.001  2000.0
000013  21 34 01.374  -46 36 38.61  +0.0007 -0.046  2000.0
000014  11 38 10.916  -45 44 58.31  -0.0041 -0.003  2000.0
000015  01 33 26.702  -43 54 04.60  +0.0201 +0.056  2000.0
000016  15 19 07.069  -42 26 15.56  -0.0017 -0.023  2000.0
000017  05 10 02.420  -40 33 34.07  +0.0010 +0.025  2000.0
000018  18 56 47.300  -39 30 28.57  +0.0005 -0.018  2000.0
000019  08 38 05.671  -38 00 32.42  -0.0005 +0.001  2000.0
000020  22 18 16.940  -36 35 44.76  +0.0018 -0.019  2000.0
000021  11 57 15.302  -35 11 35.88  -0.0019 -0.001  2000.0
000022  01 41 12.157  -33 23 53.66  +0.0031 +0.000  2000.0
000023  15 07 13.705  -32 54 36.57  -0.0005 -0.011  2000.0
000024  04 49 13.348  -31 25 35.73  +0.0093 -0.024  2000.0
000025  18 20 25.370  -29 03 59.48  +0.0002 -0.004  2000.0
000026  07 55 21.758  -28 17 02.28  -0.0007 +0.007  2000.0
000027  21 19 51.426  -27 12 32.92  +0.0008 -0.002  2000.0
000028  10 53 58.632  -26 44 45.98  -0.0016 +0.010  2000.0
000029  00 19 57.966  -25 07 19.02  +0.0011 -0.116  2000.0
000030  13 54 02.647  -23 32 34.43  -0.0001 -0.006  2000.0
000031  03 20 27.890  -24 06 52.61  +0.0033 -0.024  2000.0
000032  16 43 37.698  -20 41 48.16  -0.0002 -0.018  2000.0
000033  06 09 46.285  -20 30 18.44  +0.0000 -0.049  2000.0
000034  19 31 42.585  -19 23 11.32  +0.0009 -0.010  2000.0
000035  08 58 36.304  -17 21 13.28  -0.0006 +0.003  2000.0
000036  22 19 34.410  -16 42 15.66  +0.0028 -0.080  2000.0
000037  11 47 53.156  -15 27 42.53  +0.0014 +0.008  2000.0
000038  01 11 17.298  -13 30 11.79  +0.0007 +0.002  2000.0
000039  14 38 06.986  -12 54 38.47  -0.0169 -0.053  2000.0
