!  TPOINT star catalogue.
!  FK5 stars.
!  Magnitude range  +3.0 to  +4.0
!  Complete set:  not gridded.
!  

000179 04 51 12.362 +05 36 18.31  -.0001   +.001 J2000 ! +3.69
000180 04 54 15.089 +02 26 26.34  +.0000   +.000 J2000 ! +3.72
000185 05 06 30.886 +41 14 04.15  +.0026   -.068 J2000 ! +3.17
000186 05 05 27.662 -22 22 15.80  +.0018   -.074 J2000 ! +3.19
000195 05 17 36.388 -06 50 39.86  -.0010   -.008 J2000 ! +3.60
000211 05 37 38.681 +21 08 33.06  +.0000   -.021 J2000 ! +3.00
000212 05 33 37.514 -62 29 23.48  +.0003   +.009 J2000 ! +3.48
000217 05 44 27.784 -22 26 54.31  -.0211   -.370 J2000 ! +3.60
000219 05 46 57.332 -14 49 19.12  -.0011   -.001 J2000 ! +3.55
000221 05 51 29.388 +39 08 54.56  -.0004   +.007 J2000 ! +3.97
000222 05 51 19.286 -20 52 44.89  +.0162   -.649 J2000 ! +3.81
000223 05 50 57.594 -35 46 06.19  +.0048   +.401 J2000 ! +3.12
000225 05 59 31.632 +54 17 04.95  +.0093   -.125 J2000 ! +3.72
000226 05 56 24.288 -14 10 03.87  -.0029   +.139 J2000 ! +3.71
000229 05 59 08.806 -42 48 54.83  +.0020   -.014 J2000 ! +3.96
000240 06 20 18.792 -30 03 48.26  +.0007   +.003 J2000 ! +3.02
000252 06 37 45.673 -43 11 45.50  +.0002   -.006 J2000 ! +3.17
000256 06 45 17.362 +12 53 44.02  -.0079   -.191 J2000 ! +3.36
000261 06 52 47.337 +33 57 40.44  -.0002   -.048 J2000 ! +3.60
000262 06 48 11.437 -61 56 28.95  -.0098   +.269 J2000 ! +3.27
000269 07 04 06.522 +20 34 13.00  -.0007   -.001 J2000 ! +3.79
000270 07 03 01.462 -23 49 59.96  -.0003   +.003 J2000 ! +3.02
000277 07 18 05.572 +16 32 25.31  -.0033   -.037 J2000 ! +3.58
000279 07 20 07.367 +21 58 56.29  -.0019   -.012 J2000 ! +3.53
000281 07 16 49.803 -67 57 26.03  -.0012   +.005 J2000 ! +3.98
000282 07 25 43.594 +27 47 52.98  -.0093   -.086 J2000 ! +3.79
000293 07 41 14.835 -09 33 04.19  -.0049   -.019 J2000 ! +3.93
000294 07 44 26.844 +24 23 52.72  -.0024   -.052 J2000 ! +3.57
000297 07 41 49.235 -72 36 21.84  +.0066   +.018 J2000 ! +3.95
000301 07 52 13.039 -40 34 33.10  -.0008   +.003 J2000 ! +3.73
000303 07 56 46.707 -52 58 56.43  -.0032   +.021 J2000 ! +3.47
000312 08 16 30.928 +09 11 07.90  -.0030   -.049 J2000 ! +3.52
000316 08 25 39.628 -03 54 23.15  -.0044   -.023 J2000 ! +3.90
000317 08 30 15.870 +60 43 05.44  -.0182   -.107 J2000 ! +3.36
000319 08 25 44.194 -66 08 13.02  -.0059   -.155 J2000 ! +3.77
000326 08 44 41.097 +18 09 15.45  -.0013   -.228 J2000 ! +3.94
000327 08 43 35.545 -33 11 11.02  -.0009   +.011 J2000 ! +3.68
000334 08 55 23.629 +05 56 43.88  -.0067   +.014 J2000 ! +3.11
000335 08 59 12.442 +48 02 30.09  -.0443   -.226 J2000 ! +3.14
000336 08 55 02.832 -60 38 40.74  -.0028   +.038 J2000 ! +3.84
000339 09 00 38.390 +41 46 57.98  -.0393   -.246 J2000 ! +3.97
000341 09 03 37.527 +47 09 23.56  -.0032   -.054 J2000 ! +3.60
000342 09 04 09.291 -47 05 52.00  -.0044   -.013 J2000 ! +3.75
000343 09 02 26.804 -66 23 45.99  -.0003   -.096 J2000 ! +4.00
000347 09 14 21.870 +02 18 51.23  +.0086   -.310 J2000 ! +3.88
000352 09 21 03.303 +34 23 33.19  -.0179   +.019 J2000 ! +3.13
000355 09 31 31.716 +63 03 42.70  +.0160   +.028 J2000 ! +3.67
000358 09 32 51.412 +51 40 38.38  -.1025   -.531 J2000 ! +3.17
000361 09 31 13.321 -57 02 03.85  -.0039   +.004 J2000 ! +3.13
000365 09 41 09.038 +09 53 32.29  -.0096   -.037 J2000 ! +3.52
000368 09 50 59.366 +59 02 19.45  -.0380   -.151 J2000 ! +3.80
000371 09 52 45.819 +26 00 24.92  -.0160   -.056 J2000 ! +3.88
000375 09 56 51.756 -54 34 04.15  -.0012   +.003 J2000 ! +3.54
000379 10 07 19.952 +16 45 45.54  -.0001   +.000 J2000 ! +3.52
000381 10 10 35.282 -12 21 14.72  -.0138   -.089 J2000 ! +3.61
000382 10 14 44.169 -42 07 19.34  -.0131   +.045 J2000 ! +3.85
000383 10 17 05.796 +42 54 51.81  -.0149   -.038 J2000 ! +3.45
000384 10 16 41.409 +23 25 02.26  +.0013   -.007 J2000 ! +3.44
000385 10 13 44.198 -70 02 16.56  -.0076   +.007 J2000 ! +3.32
000386 10 22 19.742 +41 29 58.26  -.0073   +.035 J2000 ! +3.05
000389 10 26 05.430 -16 50 10.85  -.0089   -.080 J2000 ! +3.81
000391 10 24 23.660 -74 01 53.81  -.0051   -.026 J2000 ! +4.00
000393 10 27 52.727 -58 44 22.10  -.0017   +.000 J2000 ! +3.82
000396 10 32 48.671 +09 18 23.66  -.0004   -.003 J2000 ! +3.85
000397 10 32 01.443 -61 41 07.33  -.0027   +.009 J2000 ! +3.32
000410 10 49 37.494 -16 11 37.26  +.0065   +.200 J2000 ! +3.11
000412 10 53 18.700 +34 12 53.54  +.0070   -.279 J2000 ! +3.83
000420 11 09 39.798 +44 29 54.60  -.0060   -.028 J2000 ! +3.01
000423 11 14 14.401 +15 25 46.36  -.0042   -.079 J2000 ! +3.34
000425 11 18 28.738 +33 05 39.44  -.0021   +.028 J2000 ! +3.48
000426 11 19 20.453 -14 46 42.83  -.0084   +.208 J2000 ! +3.56
000428 11 21 00.425 -54 29 27.82  -.0041   -.006 J2000 ! +3.89
000433 11 31 24.248 +69 19 51.87  -.0073   -.017 J2000 ! +3.84
000434 11 33 00.128 -31 51 27.51  -.0162   -.040 J2000 ! +3.54
000436 11 35 46.845 -63 01 11.32  -.0061   -.005 J2000 ! +3.13
000441 11 46 03.018 +47 46 45.90  -.0136   +.030 J2000 ! +3.71
000442 11 45 36.386 -66 43 43.47  -.0173   +.037 J2000 ! +3.64
000445 11 50 41.722 +01 45 52.86  +.0495   -.271 J2000 ! +3.61
000453 12 10 07.485 -22 37 11.15  -.0051   +.014 J2000 ! +3.00
000456 12 15 25.560 +57 01 57.42  +.0127   +.009 J2000 ! +3.31
000460 12 19 54.358 -00 40 00.51  -.0042   -.018 J2000 ! +3.89
000464 12 28 02.389 -50 13 50.47  -.0032   -.015 J2000 ! +3.91
000469 12 32 27.960 -72 07 58.64  -.0126   -.002 J2000 ! +3.87
000472 12 33 28.952 +69 47 17.62  -.0113   +.012 J2000 ! +3.87
000484 12 55 36.213 +03 23 50.75  -.0313   -.054 J2000 ! +3.38
000487 13 02 16.217 -71 32 55.88  +.0540   -.021 J2000 ! +3.62
000495 13 18 55.293 -23 10 17.66  +.0047   -.045 J2000 ! +3.00
000501 13 34 41.585 -00 35 45.39  -.0190   +.042 J2000 ! +3.37
000508 13 49 36.993 -42 28 25.53  -.0021   -.020 J2000 ! +3.04
000519 14 06 22.300 -26 40 56.52  +.0033   -.139 J2000 ! +3.27
000521 14 04 23.341 +64 22 33.05  -.0084   +.018 J2000 ! +3.65
000534 14 31 49.792 +30 22 17.12  -.0077   +.119 J2000 ! +3.58
000535 14 32 04.674 +38 18 29.74  -.0097   +.153 J2000 ! +3.03
000539 14 42 30.408 -64 58 30.51  -.0303   -.232 J2000 ! +3.19
000542 14 47 51.638 -79 02 41.15  -.0041   -.016 J2000 ! +3.83
000545 14 43 03.629 -05 39 29.56  +.0073   -.316 J2000 ! +3.88
000547 14 46 14.935 +01 53 34.16  -.0076   -.026 J2000 ! +3.72
000553 14 59 09.691 -42 06 15.37  -.0017   -.024 J2000 ! +3.13
000555 15 01 56.757 +40 23 26.10  -.0036   -.028 J2000 ! +3.50
000556 15 04 04.218 -25 16 55.12  -.0054   -.043 J2000 ! +3.29
000558 15 12 17.106 -52 05 57.38  -.0122   -.073 J2000 ! +3.41
000563 15 15 30.170 +33 18 53.30  +.0069   -.112 J2000 ! +3.47
000566 15 21 48.377 -36 15 41.03  -.0074   -.084 J2000 ! +3.56
000569 15 20 43.713 +71 50 02.49  -.0040   +.020 J2000 ! +3.05
000571 15 24 55.763 +58 57 57.83  -.0012   +.017 J2000 ! +3.29
000572 15 27 49.739 +29 06 20.59  -.0137   +.086 J2000 ! +3.68
000577 15 35 31.579 -14 47 22.40  +.0045   +.009 J2000 ! +3.91
000579 15 37 01.463 -28 08 06.15  -.0007   +.003 J2000 ! +3.58
000583 15 46 11.262 +15 25 18.56  +.0046   -.045 J2000 ! +3.67
000585 15 49 37.225 -03 25 48.81  -.0057   -.024 J2000 ! +3.54
000586 15 50 57.538 -33 37 37.84  -.0005   -.030 J2000 ! +3.95
000588 15 50 48.970 +04 28 39.84  +.0086   +.063 J2000 ! +3.71
000591 15 56 27.187 +15 39 41.88  +.0216  -1.281 J2000 ! +3.85
000602 16 15 26.268 -63 41 08.31  +.0003   -.011 J2000 ! +3.85
000605 16 18 19.290 -04 41 32.99  +.0057   +.041 J2000 ! +3.24
000608 16 19 44.440 +46 18 48.21  -.0011   +.040 J2000 ! +3.89
000609 16 21 55.216 +19 09 11.20  -.0033   +.043 J2000 ! +3.75
000611 16 33 27.043 -78 53 49.66  -.0453   -.076 J2000 ! +3.89
000626 16 42 53.772 +38 55 20.30  +.0032   -.083 J2000 ! +3.53
000631 16 58 37.208 -55 59 24.51  -.0023   -.036 J2000 ! +3.13
000633 16 57 40.102 +09 22 30.09  -.0197   -.011 J2000 ! +3.20
000634 17 00 17.380 +30 55 35.10  -.0036   +.028 J2000 ! +3.92
000638 17 12 09.209 -43 14 20.99  +.0022   -.287 J2000 ! +3.33
000639 17 08 47.196 +65 42 52.79  -.0032   +.022 J2000 ! +3.17
000641 17 15 01.911 +24 50 21.17  -.0015   -.157 J2000 ! +3.14
000643 17 15 02.839 +36 48 33.01  -.0022   +.004 J2000 ! +3.16
000644 17 22 00.587 -24 59 58.25  -.0003   -.020 J2000 ! +3.27
000648 17 31 05.894 -60 41 01.69  -.0080   -.096 J2000 ! +3.62
000658 17 37 35.202 -15 23 54.78  -.0029   -.058 J2000 ! +3.54
000661 17 45 43.966 -64 43 25.77  -.0022   -.054 J2000 ! +3.62
000663 17 39 27.892 +46 00 22.90  -.0005   +.005 J2000 ! +3.80
000666 17 47 35.085 -40 07 37.36  +.0000   -.008 J2000 ! +3.03
000667 17 46 27.517 +27 43 14.35  -.0234   -.751 J2000 ! +3.42
000668 17 47 53.564 +02 42 26.19  -.0015   -.074 J2000 ! +3.75
000669 17 49 51.497 -37 02 35.85  +.0041   +.033 J2000 ! +3.21
000671 17 53 31.725 +56 52 21.56  +.0114   +.080 J2000 ! +3.75
000672 17 56 15.185 +37 15 01.90  +.0004   +.006 J2000 ! +3.86
000673 17 59 01.598 -09 46 25.10  -.0004   -.116 J2000 ! +3.34
000674 17 57 45.895 +29 14 52.46  +.0064   -.017 J2000 ! +3.70
000677 18 00 38.719 +02 55 53.60  +.0001   -.008 J2000 ! +3.97
000680 18 07 20.988 +09 33 49.87  -.0041   +.080 J2000 ! +3.73
000681 18 07 32.555 +28 45 45.01  +.0001   +.010 J2000 ! +3.83
000682 18 13 45.812 -21 03 31.79  +.0001   +.001 J2000 ! +3.86
000683 18 17 37.641 -36 45 42.15  -.0107   -.167 J2000 ! +3.11
000688 18 21 18.601 -02 53 55.74  -.0365   -.700 J2000 ! +3.26
000690 18 23 41.889 +21 46 11.08  +.0141   -.242 J2000 ! +3.84
000691 18 26 58.421 -45 58 06.42  -.0016   -.054 J2000 ! +3.51
000695 18 21 03.381 +72 43 58.33  +.1194   -.350 J2000 ! +3.57
000704 18 52 13.008 -62 11 15.36  -.0008   -.014 J2000 ! +3.40
000705 18 50 04.800 +33 21 45.65  +.0003   -.003 J2000 ! +3.30
000710 18 57 43.797 -21 06 23.97  +.0024   -.012 J2000 ! +3.51
000711 18 55 20.111 +43 56 45.99  +.0021   +.083 J2000 ! +3.90
000713 18 58 56.621 +32 41 22.42  -.0002   +.002 J2000 ! +3.24
000717 19 06 14.941 -04 52 57.14  -.0012   -.090 J2000 ! +3.44
000723 19 12 33.285 +67 39 41.57  +.0165   +.093 J2000 ! +3.07
000726 19 17 06.154 +53 22 06.54  +.0066   +.125 J2000 ! +3.77
000728 19 23 53.168 -40 36 57.58  +.0027   -.123 J2000 ! +3.97
000730 19 25 29.904 +03 06 53.17  +.0172   +.082 J2000 ! +3.36
000732 19 30 43.301 +27 57 34.83  +.0002   -.002 J2000 ! +3.08
000733 19 29 42.349 +51 43 47.26  +.0022   +.130 J2000 ! +3.79
000743 19 47 23.270 +18 32 03.34  +.0005   +.008 J2000 ! +3.82
000746 19 52 28.374 +01 00 20.37  +.0007   -.007 J2000 ! +3.50
000748 20 00 35.499 -72 54 37.82  +.0169   -.132 J2000 ! +3.96
000749 19 55 18.799 +06 24 24.29  +.0032   -.482 J2000 ! +3.71
000752 19 58 45.428 +19 29 31.79  +.0047   +.024 J2000 ! +3.47
000754 20 08 43.581 -66 10 55.45  +.1993  -1.131 J2000 ! +3.56
000756 20 11 18.287 -00 49 17.30  +.0026   +.004 J2000 ! +3.23
000757 20 13 37.904 +46 44 28.87  +.0004   +.003 J2000 ! +3.79
000761 20 18 03.262 -12 32 41.43  +.0044   +.004 J2000 ! +3.57
000762 20 21 00.673 -14 46 52.99  +.0029   +.002 J2000 ! +3.08
000769 20 37 34.044 -47 17 29.41  +.0052   +.066 J2000 ! +3.11
000774 20 39 38.293 +15 54 43.29  +.0045   -.002 J2000 ! +3.77
000775 20 44 57.470 -66 12 11.44  -.0076   +.012 J2000 ! +3.42
000781 20 47 40.559 -09 29 44.74  +.0024   -.034 J2000 ! +3.77
000783 20 45 17.379 +61 50 19.65  +.0123   +.818 J2000 ! +3.43
000785 20 54 48.583 -58 27 15.01  +.0021   -.026 J2000 ! +3.65
000788 20 57 10.418 +41 10 01.88  +.0011   -.016 J2000 ! +3.94
000792 21 04 55.864 +43 55 40.28  +.0008   +.001 J2000 ! +3.72
000793 21 06 54.592 +38 44 44.99  +.3535  +3.203 J2000 ! +3.72
000797 21 12 56.185 +30 13 37.06  +.0001   -.056 J2000 ! +3.20
000800 21 15 49.439 +05 14 52.25  +.0039   -.088 J2000 ! +3.92
000806 21 26 40.034 -22 24 40.81  +.0001   +.023 J2000 ! +3.74
000809 21 28 39.600 +70 33 38.61  +.0021   +.007 J2000 ! +3.23
000810 21 41 28.548 -77 23 24.18  +.0137   -.240 J2000 ! +3.76
000812 21 40 05.457 -16 39 44.40  +.0132   -.024 J2000 ! +3.68
000822 21 53 55.730 -37 21 53.60  +.0086   -.021 J2000 ! +3.01
000831 22 07 00.673 +25 20 42.32  +.0220   +.025 J2000 ! +3.76
000834 22 10 11.987 +06 11 52.26  +.0185   +.027 J2000 ! +3.53
000836 22 10 51.285 +58 12 04.49  +.0019   +.004 J2000 ! +3.35
000842 22 21 39.378 -01 23 14.44  +.0088   +.007 J2000 ! +3.84
000846 22 29 16.185 -43 29 44.13  +.0026   -.005 J2000 ! +3.97
000847 22 29 10.266 +58 24 54.62  +.0019   +.001 J2000 ! +3.75
000848 22 31 17.497 +50 16 57.05  +.0144   +.019 J2000 ! +3.77
000855 22 41 27.731 +10 49 52.85  +.0055   -.013 J2000 ! +3.40
000859 22 46 31.883 +23 33 56.35  +.0042   -.010 J2000 ! +3.95
000860 22 48 33.301 -51 19 00.74  +.0115   -.071 J2000 ! +3.49
000862 22 50 00.201 +24 36 05.71  +.0108   -.042 J2000 ! +3.48
000863 22 49 40.821 +66 12 01.51  -.0108   -.125 J2000 ! +3.52
000864 22 52 36.862 -07 34 46.60  +.0008   +.037 J2000 ! +3.74
000866 22 54 39.017 -15 49 14.95  -.0028   -.025 J2000 ! +3.27
000869 23 01 55.267 +42 19 33.50  +.0020   -.006 J2000 ! +3.62
000873 23 09 26.801 -21 10 20.63  +.0040   +.031 J2000 ! +3.66
000877 23 17 25.767 -58 14 08.62  -.0037   +.079 J2000 ! +3.99
000878 23 17 09.943 +03 16 56.18  +.0509   +.017 J2000 ! +3.69
000890 23 37 33.854 +46 27 29.43  +.0157   -.421 J2000 ! +3.82
000893 23 39 20.824 +77 37 56.80  -.0210   +.151 J2000 ! +3.21
001044 01 31 15.120 -49 04 21.77  +.0144   +.151 J2000 ! +3.95
001121 04 24 02.213 -34 01 00.76  +.0055   +.051 J2000 ! +3.96
001134 04 49 50.414 +06 57 40.54  +.0313   +.012 J2000 ! +3.19
001137 05 02 28.685 +41 04 32.96  +.0008   -.022 J2000 ! +3.75
001144 05 12 55.886 -16 12 19.97  +.0030   -.026 J2000 ! +3.31
001180 06 49 50.456 -32 30 30.60  -.0005   +.004 J2000 ! +3.96
001183 07 01 43.148 -27 56 05.45  -.0004   +.005 J2000 ! +3.47
001189 07 08 44.877 -70 29 56.34  +.0046   +.106 J2000 ! +3.78
001194 07 29 13.847 -43 18 05.30  -.0050   +.187 J2000 ! +3.25
001204 07 49 17.655 -24 51 35.31  -.0002   -.002 J2000 ! +3.34
001226 08 40 37.594 -46 38 55.57  +.0000   +.003 J2000 ! +3.84
001227 08 40 17.594 -52 55 19.10  -.0024   +.020 J2000 ! +3.62
001250 09 39 51.364 -01 08 34.37  +.0032   -.064 J2000 ! +3.91
001254 09 45 14.804 -62 30 28.49  -.0020   +.007 J2000 ! +3.40
001264 10 17 04.976 -61 19 56.39  -.0034   +.005 J2000 ! +3.40
001289 11 08 35.374 -58 58 30.24  -.0009   +.000 J2000 ! +3.91
001398 15 11 56.081 -48 44 16.29  -.0096   -.049 J2000 ! +3.87
001402 15 21 22.330 -40 38 51.39  -.0013   -.026 J2000 ! +3.22
001435 16 49 47.147 -59 02 29.13  +.0049   -.029 J2000 ! +3.76
001439 16 51 52.235 -38 02 50.74  -.0009   -.025 J2000 ! +3.08
001471 18 06 37.864 -50 05 29.57  -.0011   -.014 J2000 ! +3.66
001482 18 35 12.436 -08 14 38.63  -.0010   -.312 J2000 ! +3.85
001487 18 45 39.389 -26 59 26.82  +.0040   +.000 J2000 ! +3.17
001496 19 06 56.415 -27 40 13.57  -.0040   -.251 J2000 ! +3.32
001521 19 56 18.376 +35 05 00.34  -.0026   -.027 J2000 ! +3.89
001605 23 10 21.554 -45 14 48.26  +.0129   -.030 J2000 ! +3.90
001612 23 22 58.226 -20 06 01.99  -.0085   -.096 J2000 ! +3.97
END
