!  TPOINT star catalogue.
!  FK5 stars.
!  Magnitude range  +2.0 to  +3.0
!  Complete set:  not gridded.
!  

000538 14 39 35.885 -60 50 07.44  -.4983   +.699 J2000 ! +2.31
000541 14 41 55.768 -47 23 17.51  -.0021   -.018 J2000 ! +2.30
000548 14 50 52.713 -16 02 30.42  -.0073   -.067 J2000 ! +2.75
000550 14 50 42.346 +74 09 19.78  -.0076   +.012 J2000 ! +2.08
000552 14 58 31.929 -43 08 02.40  -.0032   -.039 J2000 ! +2.68
000560 15 18 54.551 -68 40 46.38  -.0132   -.031 J2000 ! +2.89
000564 15 17 00.421 -09 22 58.54  -.0065   -.019 J2000 ! +2.61
000578 15 34 41.276 +26 42 52.94  +.0091   -.089 J2000 ! +2.23
000582 15 44 16.087 +06 25 32.31  +.0092   +.047 J2000 ! +2.65
000589 15 55 08.547 -63 25 50.37  -.0285   -.398 J2000 ! +2.85
000592 15 58 51.120 -26 06 50.75  -.0008   -.026 J2000 ! +2.89
000594 16 00 20.008 -22 37 18.04  -.0009   -.022 J2000 ! +2.32
000597 16 05 26.233 -19 48 19.50  -.0004   -.019 J2000 ! +2.62
000603 16 14 20.743 -03 41 39.55  -.0029   -.143 J2000 ! +2.74
000607 16 21 11.317 -25 35 34.17  -.0008   -.021 J2000 ! +2.89
000618 16 30 13.201 +21 29 22.56  -.0070   -.015 J2000 ! +2.77
000620 16 35 52.960 -28 12 57.72  -.0006   -.022 J2000 ! +2.82
000622 16 37 09.542 -10 34 01.56  +.0009   +.026 J2000 ! +2.56
000628 16 50 09.820 -34 17 35.72  -.0493   -.255 J2000 ! +2.29
000645 17 25 17.999 -55 31 47.61  -.0010   -.025 J2000 ! +2.85
000649 17 30 45.843 -37 17 45.03  -.0001   -.031 J2000 ! +2.69
000651 17 31 50.509 -49 52 34.29  -.0032   -.070 J2000 ! +2.95
000653 17 30 25.955 +52 18 05.12  -.0017   +.015 J2000 ! +2.79
000656 17 34 56.076 +12 33 36.14  +.0082   -.226 J2000 ! +2.08
000660 17 42 29.276 -39 01 48.09  -.0005   -.027 J2000 ! +2.41
000665 17 43 28.358 +04 34 02.26  -.0027   +.160 J2000 ! +2.77
000676 17 56 36.367 +51 29 20.21  -.0008   -.019 J2000 ! +2.23
000679 18 05 48.491 -30 25 26.69  -.0041   -.185 J2000 ! +2.99
000687 18 20 59.655 -29 49 41.33  +.0027   -.028 J2000 ! +2.70
000692 18 27 58.246 -25 25 18.15  -.0032   -.185 J2000 ! +2.81
000706 18 55 15.924 -26 17 48.23  +.0010   -.054 J2000 ! +2.02
000716 19 05 24.611 +13 51 48.43  -.0003   -.096 J2000 ! +2.99
000720 19 09 45.836 -21 01 25.06  +.0000   -.035 J2000 ! +2.89
000741 19 46 15.585 +10 36 47.77  +.0012   -.002 J2000 ! +2.72
000765 20 22 13.704 +40 15 24.14  +.0003   +.000 J2000 ! +2.20
000780 20 46 12.684 +33 58 12.92  +.0286   +.328 J2000 ! +2.46
000803 21 18 34.769 +62 35 08.08  +.0218   +.049 J2000 ! +2.44
000808 21 31 33.538 -05 34 16.25  +.0014   -.008 J2000 ! +2.91
000819 21 47 02.448 -16 07 38.27  +.0183   -.297 J2000 ! +2.87
000827 22 05 47.038 -00 19 11.47  +.0013   -.010 J2000 ! +2.96
000841 22 18 30.099 -60 15 34.59  -.0097   -.043 J2000 ! +2.86
000856 22 42 40.063 -46 53 04.69  +.0134   -.008 J2000 ! +2.11
000857 22 43 00.143 +30 13 16.52  +.0011   -.025 J2000 ! +2.94
000870 23 03 46.464 +28 04 58.10  +.0143   +.137 J2000 ! +2.42
000871 23 04 45.658 +15 12 18.90  +.0044   -.043 J2000 ! +2.49
000907 02 31 48.704 +89 15 50.72  +.1988   -.015 J2000 ! +2.02
END
