! ACT stars,  V mag  +8.0  to  +7.0,  10.0 deg grid
000001  23 52 48.904  -85 53 43.82  +0.0003 +0.016  2000.0
000002  19 32 43.115  -81 31 49.89  +0.0236 -0.053  2000.0
000003  12 21 21.753  -80 03 41.61  -0.0213 -0.008  2000.0
000004  03 57 12.481  -76 30 38.92  +0.0043 +0.039  2000.0
000005  19 14 21.503  -77 02 52.38  -0.0004 +0.017  2000.0
000006  10 12 28.627  -76 04 39.00  +0.0045 -0.013  2000.0
000007  00 53 07.767  -74 39 05.59  +0.0613 +0.023  2000.0
000008  15 33 15.229  -73 32 37.69  -0.0024 -0.010  2000.0
000009  05 55 04.595  -72 48 53.08  -0.0093 -0.061  2000.0
000010  20 10 34.704  -71 38 32.07  -0.0073 +0.026  2000.0
000011  10 13 28.351  -71 40 07.84  -0.0186 +0.024  2000.0
000012  00 04 39.888  -70 24 15.35  +0.0167 -0.020  2000.0
000013  14 14 47.855  -68 43 54.53  +0.0013 -0.043  2000.0
000014  03 58 35.403  -68 20 37.49  +0.0008 +0.001  2000.0
000015  17 48 15.954  -67 41 45.89  -0.0012 -0.092  2000.0
000016  07 42 18.496  -66 54 13.73  -0.0004 -0.023  2000.0
000017  21 09 05.496  -65 47 56.10  +0.0032 -0.039  2000.0
000018  11 00 37.993  -66 01 48.70  -0.0054 +0.006  2000.0
000019  00 28 19.941  -64 43 46.77  +0.0133 -0.014  2000.0
000020  13 56 05.438  -63 53 29.91  -0.0015 -0.007  2000.0
000021  03 45 08.134  -63 43 45.11  -0.0007 -0.044  2000.0
000022  17 07 47.364  -63 50 11.89  -0.0021 -0.017  2000.0
000023  06 34 33.686  -61 29 45.55  +0.0024 +0.047  2000.0
000024  20 01 24.310  -60 44 09.83  +0.0010 -0.010  2000.0
000025  09 31 00.823  -60 27 10.89  -0.0020 +0.006  2000.0
000026  22 50 28.285  -59 31 31.90  +0.0035 +0.003  2000.0
000027  12 09 23.576  -59 46 09.38  -0.0018 -0.005  2000.0
000028  01 30 46.181  -59 39 33.96  +0.0145 -0.022  2000.0
000029  14 51 21.686  -59 30 12.75  -0.0007 -0.018  2000.0
000030  04 05 31.305  -58 28 41.98  +0.0001 +0.022  2000.0
000031  17 20 26.671  -57 14 53.12  +0.0010 +0.004  2000.0
000032  06 36 27.217  -57 32 21.28  +0.0053 +0.059  2000.0
000033  19 52 06.005  -56 43 11.19  +0.0014 -0.069  2000.0
000034  09 07 54.075  -55 19 27.63  -0.0003 +0.004  2000.0
000035  22 12 56.195  -55 56 41.98  +0.0053 -0.014  2000.0
000036  11 29 56.884  -55 15 51.24  -0.0143 -0.035  2000.0
000037  00 30 39.685  -54 58 12.83  +0.0028 +0.021  2000.0
000038  13 39 45.726  -54 08 53.31  -0.0033 -0.019  2000.0
000039  02 58 57.431  -53 41 22.13  +0.0030 +0.006  2000.0
000040  16 08 10.839  -53 04 44.19  +0.0001 +0.003  2000.0
000041  05 13 43.508  -52 58 31.65  -0.0005 +0.006  2000.0
000042  18 17 47.350  -52 02 25.62  +0.0034 +0.021  2000.0
000043  07 22 48.799  -52 31 09.35  -0.0016 -0.014  2000.0
000044  20 21 41.192  -50 46 35.40  +0.0019 -0.054  2000.0
000045  09 31 35.110  -51 15 06.90  -0.0023 +0.010  2000.0
000046  22 31 28.643  -50 56 15.80  +0.0062 +0.002  2000.0
000047  11 35 58.923  -50 44 32.70  -0.0009 +0.010  2000.0
000048  00 44 21.573  -49 42 23.51  +0.0001 +0.009  2000.0
000049  13 38 49.697  -49 29 42.12  -0.0018 -0.017  2000.0
000050  02 44 56.575  -48 40 11.04  +0.0000 +0.000  2000.0
000051  15 42 25.731  -49 13 03.19  -0.0006 -0.007  2000.0
000052  04 40 34.219  -48 32 17.70  +0.0001 +0.022  2000.0
000053  17 41 50.346  -47 30 44.84  +0.0000 +0.025  2000.0
000054  06 45 10.485  -47 13 21.83  -0.0004 +0.003  2000.0
000055  19 36 08.694  -46 09 04.89  +0.0006 -0.030  2000.0
000056  08 42 22.557  -46 34 45.67  -0.0004 +0.004  2000.0
000057  21 37 43.178  -45 35 09.22  -0.0016 -0.129  2000.0
000058  10 37 12.319  -45 28 51.89  -0.0024 +0.009  2000.0
000059  23 29 50.158  -45 53 38.29  +0.0053 -0.080  2000.0
000060  12 26 31.504  -44 44 55.46  -0.0024 +0.011  2000.0
000061  01 22 24.295  -43 36 09.22  +0.0114 +0.035  2000.0
000062  14 24 47.313  -45 12 14.22  -0.0015 -0.012  2000.0
000063  03 14 57.059  -44 07 13.67  +0.0019 +0.013  2000.0
000064  16 16 09.018  -43 07 31.94  +0.0010 -0.014  2000.0
000065  05 03 02.084  -42 29 52.48  +0.0005 -0.017  2000.0
000066  18 02 26.285  -42 54 17.34  +0.0007 -0.053  2000.0
000067  06 57 49.354  -42 36 23.56  -0.0010 -0.008  2000.0
000068  19 51 27.301  -42 05 36.16  +0.0032 -0.036  2000.0
000069  08 47 16.773  -41 11 51.78  -0.0019 +0.019  2000.0
000070  21 40 29.350  -41 11 02.27  -0.0010 +0.010  2000.0
000071  10 29 24.430  -40 57 45.10  -0.0015 -0.010  2000.0
000072  23 19 42.022  -41 04 59.62  +0.0000 -0.003  2000.0
000073  12 17 34.689  -40 00 16.02  -0.0009 -0.012  2000.0
000074  01 04 40.155  -39 29 17.58  -0.0142 -0.528  2000.0
000075  14 01 16.918  -39 15 11.88  -0.0014 -0.008  2000.0
000076  02 55 50.708  -38 39 02.58  +0.0025 +0.020  2000.0
000077  15 43 49.894  -39 27 40.87  -0.0016 -0.033  2000.0
000078  04 30 18.217  -38 16 28.67  -0.0001 -0.001  2000.0
000079  17 27 21.956  -38 03 41.23  -0.0145 -0.013  2000.0
000080  06 08 57.846  -38 03 53.33  -0.0001 -0.004  2000.0
000081  19 01 38.930  -36 53 26.53  +0.0001 -0.024  2000.0
000082  07 53 33.611  -36 56 09.80  -0.0035 +0.034  2000.0
000083  20 44 40.938  -35 49 39.18  +0.0012 +0.004  2000.0
000084  09 34 03.297  -36 08 28.84  -0.0001 -0.005  2000.0
000085  22 22 04.585  -34 29 20.07  +0.0012 +0.028  2000.0
000086  11 12 36.351  -35 24 09.73  +0.0014 -0.008  2000.0
000087  00 03 00.536  -34 44 38.16  +0.0019 +0.049  2000.0
000088  12 49 32.501  -34 47 28.15  -0.0001 +0.006  2000.0
000089  01 41 12.156  -33 23 53.67  +0.0031 -0.001  2000.0
000090  14 26 27.380  -33 15 00.79  -0.0021 -0.004  2000.0
000091  03 19 57.470  -34 00 42.81  +0.0010 +0.002  2000.0
000092  16 07 10.256  -33 08 53.95  +0.0004 -0.046  2000.0
000093  04 51 48.442  -33 16 08.41  -0.0013 +0.011  2000.0
000094  17 40 11.100  -32 15 23.84  +0.0003 -0.011  2000.0
000095  06 27 06.779  -32 10 00.56  +0.0068 -0.094  2000.0
000096  19 15 27.261  -32 12 07.10  +0.0001 -0.010  2000.0
000097  08 02 01.814  -31 08 11.34  -0.0004 -0.002  2000.0
000098  20 50 39.050  -31 43 32.19  +0.0029 -0.052  2000.0
000099  09 37 16.929  -30 58 12.53  -0.0001 -0.006  2000.0
000100  22 27 31.144  -31 33 15.12  +0.0018 -0.030  2000.0
000101  11 08 34.454  -30 07 38.95  +0.0002 +0.003  2000.0
000102  23 53 57.156  -30 21 25.34  -0.0036 -0.036  2000.0
000103  12 39 47.977  -29 39 23.10  -0.0034 -0.021  2000.0
000104  01 26 28.926  -30 16 32.14  -0.0003 +0.003  2000.0
000105  14 11 19.353  -29 47 04.96  +0.0001 -0.020  2000.0
000106  03 01 26.933  -28 26 06.28  +0.0036 +0.020  2000.0
000107  15 48 22.589  -28 47 20.83  -0.0027 -0.025  2000.0
000108  04 32 06.875  -28 48 22.97  +0.0127 -0.110  2000.0
000109  17 17 27.599  -27 46 00.81  +0.0002 +0.000  2000.0
000110  06 01 53.229  -27 21 27.46  -0.0005 -0.014  2000.0
000111  18 49 36.866  -27 07 30.40  +0.0003 -0.008  2000.0
000112  07 26 05.178  -26 47 25.19  -0.0012 +0.017  2000.0
000113  20 19 45.184  -25 13 42.98  -0.0091 -0.149  2000.0
000114  09 01 48.995  -26 33 48.66  -0.0190 +0.286  2000.0
000115  21 45 00.510  -26 29 26.81  +0.0013 -0.003  2000.0
000116  10 24 26.089  -25 33 56.68  -0.0057 +0.017  2000.0
000117  23 15 19.311  -24 51 06.50  -0.0005 +0.004  2000.0
000118  11 55 56.977  -24 55 32.81  -0.0004 -0.045  2000.0
000119  00 46 59.848  -24 13 00.15  +0.0024 -0.029  2000.0
000120  13 23 09.875  -24 44 02.83  -0.0082 +0.010  2000.0
000121  02 13 36.079  -24 47 24.72  -0.0007 +0.035  2000.0
000122  14 53 53.250  -23 58 27.20  -0.0044 +0.002  2000.0
000123  03 35 03.759  -24 18 26.36  +0.0002 +0.030  2000.0
000124  16 21 19.190  -23 42 28.74  -0.0009 -0.025  2000.0
000125  05 08 51.695  -22 38 05.28  +0.0003 +0.008  2000.0
000126  17 48 22.526  -23 13 57.34  +0.0008 -0.014  2000.0
000127  06 30 38.524  -22 19 18.57  +0.0000 -0.004  2000.0
000128  19 13 38.839  -22 33 57.81  -0.0002 -0.008  2000.0
000129  08 01 44.532  -21 09 34.63  +0.0001 -0.002  2000.0
000130  20 44 12.068  -21 11 36.31  +0.0032 -0.038  2000.0
000131  09 23 14.578  -21 02 15.84  -0.0021 +0.013  2000.0
000132  22 07 38.317  -20 45 33.56  +0.0012 -0.029  2000.0
000133  10 53 04.547  -20 37 41.38  -0.0109 -0.273  2000.0
000134  23 31 48.390  -21 15 00.45  -0.0031 -0.033  2000.0
